2023-03-10 17:10:13,562:INFO main (SpringApplication.java:650) - The following profiles are active: dev
2023-03-10 17:10:16,881:INFO main (FileHandleConfig.java:36) - 获取到当前jar的所在路径:D:\workspace-person\cloudnotebook
2023-03-10 17:10:16,881:INFO main (FileHandleConfig.java:37) - 获取到ueditor.filePath所在路径:/root/hyl/static/image/upload/ueditor/
2023-03-10 17:10:21,060:INFO main (StartupInfoLogger.java:59) - Started CloudnoteApplication in 9.676 seconds (JVM running for 11.881)
2023-03-10 17:11:13,039:INFO http-nio-8088-exec-1 (LogAop.java:66) - 请求URI:/notebook/loadbooks.do,方法:POST,参数:{"cnUserId":"d1a76f6a-073c-4655-a2cc-7d223521d374","serialVersionUID":1}
2023-03-10 17:11:13,909:INFO http-nio-8088-exec-1 (LogAop.java:70) - 请求结束，返回参数:{"data":[{"cnNotebookCreatetime":1660371295000,"cnNotebookId":"0fd00ce9-7448-436f-830d-7467ba874c24","cnNotebookName":"数据库","cnNotebookTypeId":"5","cnUserId":"d1a76f6a-073c-4655-a2cc-7d223521d374"},{"cnNotebookCreatetime":1677629106000,"cnNotebookId":"3a1ceffa-ac75-4800-8957-faacd1211839","cnNotebookName":"面试题","cnNotebookTypeId":"5","cnUserId":"d1a76f6a-073c-4655-a2cc-7d223521d374"},{"cnNotebookCreatetime":1660374794000,"cnNotebookId":"689aeca6-80e3-424e-9781-4d30196e615b","cnNotebookName":"学习相关","cnNotebookTypeId":"5","cnUserId":"d1a76f6a-073c-4655-a2cc-7d223521d374"},{"cnNotebookCreatetime":1660370018000,"cnNotebookId":"a5d43bed-1980-4b9e-9985-36aee8403305","cnNotebookName":"开发相关","cnNotebookTypeId":"5","cnUserId":"d1a76f6a-073c-4655-a2cc-7d223521d374"},{"cnNotebookCreatetime":1660371629000,"cnNotebookId":"ce76fe6e-e604-4ac6-9c1e-df43ad64934b","cnNotebookName":"办公相关","cnNotebookTypeId":"5","cnUserId":"d1a76f6a-073c-4655-a2cc-7d223521d374"}],"msg":"加载笔记本成功","status":0}
2023-03-10 17:11:13,910:INFO http-nio-8088-exec-1 (LogAop.java:73) - 执行时长：871mm
2023-03-10 17:11:15,686:INFO http-nio-8088-exec-3 (LogAop.java:66) - 请求URI:/notebook/loadnotes.do,方法:POST,参数:{"serialVersionUID":1,"cnNotebookId":"3a1ceffa-ac75-4800-8957-faacd1211839"}
2023-03-10 17:11:15,787:INFO http-nio-8088-exec-3 (LogAop.java:70) - 请求结束，返回参数:{"data":[{"cnNoteCreateTime":1677629470095,"cnNoteId":"4d6353c8-a73d-4a5f-bd95-3efa5b7dc215","cnNoteLastModifyTime":1677629470095,"cnNoteStatusId":"1","cnNoteTitle":"mybatis一级缓存和二级缓存","cnNoteTypeId":"1","cnNotebookId":"3a1ceffa-ac75-4800-8957-faacd1211839","cnUserId":"d1a76f6a-073c-4655-a2cc-7d223521d374"},{"cnNoteCreateTime":1677629131083,"cnNoteId":"87005831-631b-4acb-9e25-acfaa70a77b0","cnNoteLastModifyTime":1677629191800,"cnNoteStatusId":"1","cnNoteTitle":"什么是悲观锁和乐观锁","cnNoteTypeId":"129","cnNotebookId":"3a1ceffa-ac75-4800-8957-faacd1211839","cnUserId":"d1a76f6a-073c-4655-a2cc-7d223521d374"}],"msg":"加载笔记列表成功","status":0}
2023-03-10 17:11:15,787:INFO http-nio-8088-exec-3 (LogAop.java:73) - 执行时长：101mm
2023-03-10 17:11:17,463:INFO http-nio-8088-exec-5 (LogAop.java:66) - 请求URI:/notebook/loadnote.do,方法:POST,参数:{"serialVersionUID":1,"cnNoteId":"4d6353c8-a73d-4a5f-bd95-3efa5b7dc215"}
2023-03-10 17:11:18,627:INFO http-nio-8088-exec-5 (LogAop.java:70) - 请求结束，返回参数:{"data":{"cnNoteBody":"","cnNoteCreateTime":1677629470095,"cnNoteId":"4d6353c8-a73d-4a5f-bd95-3efa5b7dc215","cnNoteLastModifyTime":1677629470095,"cnNoteStatusId":"1","cnNoteTitle":"mybatis一级缓存和二级缓存","cnNoteTypeId":"1","cnNotebookId":"3a1ceffa-ac75-4800-8957-faacd1211839","cnUserId":"d1a76f6a-073c-4655-a2cc-7d223521d374"},"msg":"打开笔记成功","status":0}
2023-03-10 17:11:18,627:INFO http-nio-8088-exec-5 (LogAop.java:73) - 执行时长：1164mm
2023-03-10 17:11:28,770:INFO http-nio-8088-exec-7 (LogAop.java:66) - 请求URI:/notebook/moveNote.do,方法:POST,参数:{"cnNoteNewbookId":"0fd00ce9-7448-436f-830d-7467ba874c24","serialVersionUID":1,"cnNoteId":"4d6353c8-a73d-4a5f-bd95-3efa5b7dc215"}
2023-03-10 17:11:28,805:INFO http-nio-8088-exec-7 (LogAop.java:70) - 请求结束，返回参数:{"msg":"移动笔记成功","status":0}
2023-03-10 17:11:28,806:INFO http-nio-8088-exec-7 (LogAop.java:73) - 执行时长：36mm
2023-03-10 17:11:28,816:INFO http-nio-8088-exec-9 (LogAop.java:66) - 请求URI:/notebook/loadnotes.do,方法:POST,参数:{"serialVersionUID":1,"cnNotebookId":"3a1ceffa-ac75-4800-8957-faacd1211839"}
2023-03-10 17:11:28,824:INFO http-nio-8088-exec-9 (LogAop.java:70) - 请求结束，返回参数:{"data":[{"cnNoteCreateTime":1677629131083,"cnNoteId":"87005831-631b-4acb-9e25-acfaa70a77b0","cnNoteLastModifyTime":1677629191800,"cnNoteStatusId":"1","cnNoteTitle":"什么是悲观锁和乐观锁","cnNoteTypeId":"129","cnNotebookId":"3a1ceffa-ac75-4800-8957-faacd1211839","cnUserId":"d1a76f6a-073c-4655-a2cc-7d223521d374"}],"msg":"加载笔记列表成功","status":0}
2023-03-10 17:11:28,824:INFO http-nio-8088-exec-9 (LogAop.java:73) - 执行时长：8mm
2023-03-10 17:11:30,320:INFO http-nio-8088-exec-10 (LogAop.java:66) - 请求URI:/notebook/loadnotes.do,方法:POST,参数:{"serialVersionUID":1,"cnNotebookId":"0fd00ce9-7448-436f-830d-7467ba874c24"}
